eval_id,eval_name,eval_dataset,eval_aug,eval_method,eval_K_fold,pretrain_id,pretrain_name,pretrain_dataset,pretrain_method,pretrain_aug,accuracies,backbone,K
jiifb23z,__linear__rgz__mixed__byol_hulk_aug_mixed_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,mixed,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[67.81481170654297, 64.29629516601562, 65.96295928955078, 62.074073791503906, 66.5181884765625, 66.40682983398438, 66.36971282958984, 64.62509155273438, 68.2999267578125, 66.36971282958984]",resnet18,10
vbajhnnq,__linear__rgz__mixed__byol_hulk_aug_minmax_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,mixed,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[62.925926208496094, 63.85185241699219, 65.33333587646484, 63.62963104248047, 64.92205047607422, 65.96139526367188, 64.10542297363281, 62.54640197753906, 63.845584869384766, 65.40460205078125]",resnet18,10
n36fxssc,__linear__rgz__mixed__byol_banner_aug_mixed_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,mixed,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[71.0740737915039, 70.25926208496094, 70.70370483398438, 70.66666412353516, 71.26949310302734, 72.53155517578125, 67.07498168945312, 71.97476196289062, 73.60801696777344, 71.12100982666016]",resnet18,10
dpw2jnw9,__linear__rgz__minmax__simclr_banner_aug_mixed_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,minmax,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[71.18518829345703, 68.59259033203125, 69.85185241699219, 65.74073791503906, 70.19302368164062, 68.2999267578125, 68.41128540039062, 69.82183074951172, 71.00965118408203, 69.41351318359375]",resnet18,10
1n13dizg,__linear__rgz__minmax__simclr_banner_aug_minmax_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,minmax,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[69.29629516601562, 68.81481170654297, 69.11111450195312, 66.55555725097656, 67.70601654052734, 70.82405853271484, 64.84780883789062, 65.6273193359375, 66.18411254882812, 68.55976104736328]",resnet18,10
0cmd3f1l,__linear__rgz__minmax__byol_hulk_aug_mixed_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,minmax,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[65.33333587646484, 64.40740966796875, 65.55555725097656, 61.518516540527344, 64.88493347167969, 66.70378875732422, 62.84335708618164, 65.33036804199219, 65.10765075683594, 66.1469955444336]",resnet18,10
as4zd8zx,__linear__rgz__minmax__byol_hulk_aug_minmax_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,minmax,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[65.66666412353516, 66.62963104248047, 64.44444274902344, 64.44444274902344, 65.6273193359375, 65.47884368896484, 63.919822692871094, 66.03563690185547, 65.03340911865234, 67.33482360839844]",resnet18,10
g68ngvjb,__linear__rgz__minmax__byol_banner_aug_mixed_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,minmax,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[69.88888549804688, 68.88888549804688, 69.77777862548828, 64.44444274902344, 70.527099609375, 69.7104721069336, 68.00296783447266, 69.67334747314453, 70.4528579711914, 70.48998260498047]",resnet18,10
q167k6yd,__linear__robin__mixed__simclr_banner_aug_mixed_model_resnet18__K10__balanced_fixed__info__,robin,mixed,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[74.71862030029297, 79.30735778808594, 78.26840209960938, 76.53679656982422, 84.8484878540039, 84.50216674804688, 80.0, 75.75757598876953, 69.00433349609375, 72.29965209960938]",resnet18,10
fjp9coi0,__linear__robin__mixed__simclr_banner_aug_minmax_model_resnet18__K10__balanced_fixed__info__,robin,mixed,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[71.34199523925781, 80.43289947509766, 78.6147232055664, 76.7099609375, 81.64502716064453, 83.54978942871094, 76.53679656982422, 74.63203430175781, 64.8484878540039, 68.29268646240234]",resnet18,10
okin09lp,__linear__robin__mixed__byol_hulk_aug_mixed_model_resnet18__K10__balanced_fixed__info__,robin,mixed,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[73.41991424560547, 74.28571319580078, 72.64069366455078, 74.54545593261719, 80.60606384277344, 81.55844116210938, 76.79653930664062, 73.7662353515625, 64.3290023803711, 66.63763427734375]",resnet18,10
lucjadil,__linear__robin__mixed__byol_hulk_aug_minmax_model_resnet18__K10__balanced_fixed__info__,robin,mixed,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[72.03463745117188, 72.38095092773438, 73.93939208984375, 69.95671081542969, 77.05628204345703, 76.62337493896484, 73.85281372070312, 76.4502182006836, 63.116886138916016, 66.9860610961914]",resnet18,10
nx167ktq,__linear__robin__mixed__byol_banner_aug_mixed_model_resnet18__K10__balanced_fixed__info__,robin,mixed,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[75.4112548828125, 80.77922058105469, 78.6147232055664, 78.26840209960938, 81.12554168701172, 82.42424774169922, 80.60606384277344, 77.83550262451172, 66.83982849121094, 67.3344955444336]",resnet18,10
deo662bx,__linear__robin__minmax__simclr_banner_aug_mixed_model_resnet18__K10__balanced_fixed__info__,robin,minmax,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[72.1212158203125, 78.52813720703125, 79.82684326171875, 80.95238494873047, 84.50216674804688, 83.89610290527344, 77.40260314941406, 75.75757598876953, 70.12987518310547, 68.8153305053711]",resnet18,10
sz7ut2t4,__linear__robin__minmax__simclr_banner_aug_minmax_model_resnet18__K10__balanced_fixed__info__,robin,minmax,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[73.85281372070312, 77.92208099365234, 78.35498046875, 76.19047546386719, 83.63636779785156, 84.32901000976562, 77.83550262451172, 73.24675750732422, 68.39826965332031, 69.94773864746094]",resnet18,10
ldo25s9v,__linear__robin__minmax__byol_hulk_aug_mixed_model_resnet18__K10__balanced_fixed__info__,robin,minmax,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[72.7272720336914, 72.38095092773438, 74.0259780883789, 68.39826965332031, 78.52813720703125, 77.3160171508789, 73.67965698242188, 71.51515197753906, 63.8961067199707, 65.679443359375]",resnet18,10
0zopquah,__linear__robin__minmax__byol_hulk_aug_minmax_model_resnet18__K10__balanced_fixed__info__,robin,minmax,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[74.71862030029297, 72.55411529541016, 71.42857360839844, 74.19913482666016, 74.19913482666016, 75.75757598876953, 72.03463745117188, 72.38095092773438, 62.59740447998047, 64.72125244140625]",resnet18,10
bneegkam,__linear__robin__minmax__byol_banner_aug_mixed_model_resnet18__K10__balanced_fixed__info__,robin,minmax,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[78.96104431152344, 72.90043640136719, 70.04328918457031, 73.59307861328125, 80.51948547363281, 78.6147232055664, 77.66233825683594, 74.0259780883789, 64.8484878540039, 64.80836486816406]",resnet18,10
